hhid,quarter,cluster,HholdID,personid,s1aq1_gender,s1aq2_ role_in_household,s2aq3_highest_level_of_education,s4aq40a_occupation,s4aq42_occupation_type_registration,s4aq44_occupation_place,s1aq4y_age,s1aq9a_tribe,s1bq5a_region of stay,s1aq5_marital_status
759701,2023Q3,597,1,1,Male,Head,Primary,"MIXED CROP FARMER ( BEANS,  MAIZE,  GUINEA CORN, GROUNDNUT, RICE ETC)",Private Informal,Own land / farm,21,Mole-Dagbani,,Never married
659714,2023Q2,597,14,1,Male,Head,Primary,"MIXED CROP FARMER (MAIZE,GROUNDNUT,BAMBARA BEANS, RICE)",Private Informal,Own land / farm,31,Mole-Dagbani,,Never married
559714,2023Q1,597,14,1,Male,Head,Primary,"MIXED CROP FARMER (MAIZE, GROUNDNUT, BEANS,BAMBARA BEANS,RICE)",Private Informal,Own land / farm,31,Mole-Dagbani,,Never married
659714,2023Q2,597,14,5,Male,Brother/Sister,Primary,"MIXED CROP FARMER (MAIZE, GROUNDNUT, BEANS, BAMBARA BEANS,RICE)",Private Informal,Own land / farm,20,Mole-Dagbani,,Never married
559714,2023Q1,597,14,2,Female,Parent,0,"MIXED CROP FARMER (RICE, MAIZE, GROUNDNUT, BAMBARA BEANS)",Private Informal,Own land / farm,46,Mole-Dagbani,,Married (Customary/Traditional)
759711,2023Q3,597,11,1,Male,Head,JSS/JHS,"MIXED CROP FARMER (BEANS GROUNDNUT, RICE,MAIZE)",Private Informal,Own land / farm,44,Mole-Dagbani,,Married (Customary/Traditional)
659709,2023Q2,597,9,2,Female,Child (Son/Daughter),Primary,"MIXED CROP FARMER (MAIZE, BEANS, MILLET, GROUNDNUT  )",Private Informal,Own land / farm,24,Mole-Dagbani,,Never married
759716,2023Q3,597,16,3,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,27,Mole-Dagbani,,Married (Islamic)
759709,2023Q3,597,9,2,Female,Child (Son/Daughter),Primary,"MIXED CROP FARMER (GROUNDNUT, MAIZE, BEANSMILLET, OKRO, PEPPER)",Private Informal,Own land / farm,25,Mole-Dagbani,,Never married
759720,2023Q3,597,20,1,Male,Head,JSS/JHS,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Own land / farm,48,Mole-Dagbani,,Married (Islamic)
759718,2023Q3,597,18,4,Female,Grandchild,JSS/JHS,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,18,Mole-Dagbani,,Never married
659719,2023Q2,597,19,2,Female,Child (Son/Daughter),Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,51,Mole-Dagbani,,Married (Customary/Traditional)
559718,2023Q1,597,18,1,Female,Head,0,"MIXED CROP FARMER (GROUNDNUTS, MAIZE, OKRO AND BAMBARA BEANS)",Private Informal,Own land / farm,63,Mole-Dagbani,,Widowed
559711,2023Q1,597,11,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, GROUNDNUT, MILLET, RICE)",Private Informal,Own land / farm,44,Mole-Dagbani,,Married (Customary/Traditional)
759717,2023Q3,597,17,1,Male,Head,Primary,"MIXED CROP FARMER ( BEANS,  MAIZE,  GUINEA CORN, GROUNDNUT, RICE ETC)",Private Informal,Own land / farm,36,Mole-Dagbani,,Married (Customary/Traditional)
759714,2023Q3,597,14,9,Female,Spouse (Wife/Husband/Living together),JSS/JHS,"MIXED CROP FARMERMIXED CROP FARMER (BEANS, RICE, GROUNDNUT,BAMBARA BEANS)",Private Informal,Own land / farm,20,Mole-Dagbani,,Married (Customary/Traditional)
759702,2023Q3,597,2,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER ( BEANS,  MAIZE,  GUINEA CORN, GROUNDNUT, RICE ETC)",Private Informal,Own land / farm,55,Mole-Dagbani,,Married (Customary/Traditional)
759714,2023Q3,597,14,5,Male,Brother/Sister,Primary,"MIXED CROP FARMER MIXED CROP FARMER (BEANS, RICE, GROUNDNUT,BAMBARA BEANS)",Private Informal,Own land / farm,20,Mole-Dagbani,,Never married
759713,2023Q3,597,13,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MILLET, GROUNDNUT,BAMBARA BEANS,MAIZE)",Private Informal,Own land / farm,61,Mole-Dagbani,,Married (Customary/Traditional)
659720,2023Q2,597,20,1,Male,Head,JSS/JHS,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS)",Private Informal,Own land / farm,48,Mole-Dagbani,,Married (Islamic)
659711,2023Q2,597,11,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (GROUNDNUT, MAIZE, MILLET,BEANS, RICE)",Private Informal,Own land / farm,44,Mole-Dagbani,,Married (Customary/Traditional)
759702,2023Q3,597,2,1,Male,Head,0,"MIXED CROP FARMER ( BEANS,  MAIZE,  GUINEA CORN, GROUNDNUT, RICE ETC)",Private Informal,Own land / farm,61,Mole-Dagbani,,Married (Customary/Traditional)
659716,2023Q2,597,16,4,Female,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,22,Mole-Dagbani,,Never married
659718,2023Q2,597,18,6,Female,Non relative,0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,47,Mole-Dagbani,Western,Widowed
659704,2023Q2,597,4,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,  MILLET,  GROUNDNUT,  YAM ETC)",Private Informal,Own land / farm,81,Mole-Dagbani,,Married (Islamic)
659714,2023Q2,597,14,9,Female,Other relative,JSS/JHS,"MIXED CROP FARMER (GROUNDNUT, MAIZE, BAMBARA  ,BEANS, RICE,OKRO,PEPPER)",Private Informal,Own land / farm,20,Mole-Dagbani,,Married (Customary/Traditional)
659714,2023Q2,597,14,4,Female,Brother/Sister,JSS/JHS,"MIXED CROP FARMER (MAIZE, GROUNDNUT, BEANS, BAMBARABEANS, RICE)",Private Informal,Own land / farm,21,Mole-Dagbani,,Never married
759714,2023Q3,597,14,3,Male,Brother/Sister,SSS/SHS,"MIXED CROP FARMER MIXED CROP FARMER (BEANS, RICE, GROUNDNUT,BAMBARA BEANS)",Private Informal,Own land / farm,23,Mole-Dagbani,,Never married
659713,2023Q2,597,13,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (OKRO,PEPPER, MAIZE, MILLET, BEANS,RICE)",Private Informal,Own land / farm,61,Mole-Dagbani,,Married (Customary/Traditional)
559713,2023Q1,597,13,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (RICE, MAIZE, MILLET, GROUNDNUT)",Private Informal,Own land / farm,61,Mole-Dagbani,,Married (Customary/Traditional)
759704,2023Q3,597,4,3,Male,Child (Son/Daughter),0,"MIXED CROP FARMER (MAIZE,  MILLET,  YAM,  BEANS,  RICE ETC)",Private Informal,Other land / farm.,27,Mole-Dagbani,,Married (Islamic)
759711,2023Q3,597,11,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (),BEANS, GROUNDNUT, MAIZE, OKRO, PEPPER",Private Informal,Own land / farm,45,Mole-Dagbani,,Married (Customary/Traditional)
659703,2023Q2,597,3,3,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,  MILLET,  GROUNDNUT,  YAM ETC)",Private Informal,Own land / farm,48,Mole-Dagbani,Upper West,Married (Customary/Traditional)
659718,2023Q2,597,18,3,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,27,Mole-Dagbani,,Never married
559701,2023Q1,597,1,11,Female,Spouse (Wife/Husband/Living together),SSS/SHS,"MIXED CROP FARMER (MAIZE,  BAMBARA BEANS,  BEANS, RICE ETC)",Private Informal,Own land / farm,27,Mole-Dagbani,Upper West,Married (Customary/Traditional)
759719,2023Q3,597,19,3,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,29,Mole-Dagbani,,Divorced
759704,2023Q3,597,4,5,Female,Daughter in-law,JSS/JHS,"MIXED CROP FARMER (MAIZE,  MILLET,  YAM,  BEANS,  RICE ETC)",Private Informal,Own land / farm,23,Mole-Dagbani,,Married (Islamic)
759701,2023Q3,597,1,11,Female,Spouse (Wife/Husband/Living together),JSS/JHS,"MIXED CROP FARMER ( BEANS,  MAIZE,  GUINEA CORN, GROUNDNUT, RICE ETC)",Private Informal,Own land / farm,28,Mole-Dagbani,Upper West,Married (Customary/Traditional)
659717,2023Q2,597,17,1,Male,Head,Primary,"MIXED CROP FARMER ( MAIZE,  RICE, GROUNDNUT,  MILLET ETC)",Private Informal,Own land / farm,36,Mole-Dagbani,,Married (Customary/Traditional)
759719,2023Q3,597,19,4,Male,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,26,Mole-Dagbani,,Never married
759709,2023Q3,597,9,1,Female,Head,0,"MIXED CROP FARMER (GROUNDNUT, MAIZE, BEANS, OKRO,PEPPER)",Private Informal,Own land / farm,62,Mole-Dagbani,Upper West,Widowed
559714,2023Q1,597,14,5,Male,Brother/Sister,Primary,"MIXED CROP FARMER (MAIZE, GROUNDNUT, RICE, BAMBARA BEANS)",Private Informal,Own land / farm,19,Mole-Dagbani,,Never married
659702,2023Q2,597,2,3,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER ( MAIZE,  RICE, GROUNDNUT,  MILLET ETC)",Private Informal,Own land / farm,26,Mole-Dagbani,,Never married
659719,2023Q2,597,19,4,Male,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,25,Mole-Dagbani,,Never married
659714,2023Q2,597,14,2,Female,Parent,0,"MIXED CROP FARMER (MAIZE, GROUNDNUT, BEANS, BAMBARABEANS, RICE)",Private Informal,Own land / farm,46,Mole-Dagbani,,Married (Customary/Traditional)
759718,2023Q3,597,18,3,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,27,Mole-Dagbani,,Never married
659704,2023Q2,597,4,5,Female,Daughter in-law,JSS/JHS,"MIXED CROP FARMER (MAIZE,  MILLET,  GROUNDNUT,  YAM ETC)",Private Informal,Own land / farm,23,Mole-Dagbani,,Married (Islamic)
559713,2023Q1,597,13,1,Male,Head,0,"MIXED CROP FARMER (MILLET,MAIZE,BEANS, RICE,GROUNDNUT)",Private Informal,Own land / farm,53,Mole-Dagbani,,Married (Customary/Traditional)
559714,2023Q1,597,14,3,Male,Brother/Sister,SSS/SHS,"MIXED CROP FARMER (RICE, MAIZE, BAMBARA BEANS, GROUNDNUT)",Private Informal,Own land / farm,23,Mole-Dagbani,,Never married
759716,2023Q3,597,16,4,Female,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,22,Mole-Dagbani,,Never married
659718,2023Q2,597,18,4,Female,Grandchild,JSS/JHS,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS,OKRO  AND GROUNDNUTS",Private Informal,Other land / farm.,18,Mole-Dagbani,,Never married
659716,2023Q2,597,16,3,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,27,Mole-Dagbani,,Married (Islamic)
559718,2023Q1,597,18,3,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (GROUNDNUTS, MAIZE, OKRO AND BAMBARA BEANS)",Private Informal,Other land / farm.,26,Mole-Dagbani,,Never married
659718,2023Q2,597,18,1,Female,Head,0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS,OKRO AND GROUNDNUTS",Private Informal,Own land / farm,63,Mole-Dagbani,,Widowed
659718,2023Q2,597,18,2,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS,OKRO AND GROUNDNUTS",Private Informal,Other land / farm.,31,Mole-Dagbani,,Married (Customary/Traditional)
759718,2023Q3,597,18,1,Female,Head,0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Own land / farm,63,Mole-Dagbani,,Widowed
759714,2023Q3,597,14,2,Female,Parent,0,"MIXED CROP FARMER MIXED CROP FARMER (BEANS, RICE, GROUNDNUT,BAMBARA BEANS)",Private Informal,Own land / farm,46,Mole-Dagbani,,Married (Customary/Traditional)
659704,2023Q2,597,4,3,Male,Child (Son/Daughter),0,"MIXED CROP FARMER (MAIZE,  MILLET,  GROUNDNUT,  YAM ETC)",Private Informal,Own land / farm,27,Mole-Dagbani,,Married (Islamic)
659702,2023Q2,597,2,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER ( MAIZE,  RICE, GROUNDNUT,  MILLET ETC)",Private Informal,Own land / farm,55,Mole-Dagbani,,Married (Customary/Traditional)
759717,2023Q3,597,17,2,Female,Spouse (Wife/Husband/Living together),Primary,"MIXED CROP FARMER ( BEANS,  MAIZE,  GUINEA CORN, GROUNDNUT, RICE ETC)",Private Informal,Own land / farm,31,Mole-Dagbani,,Married (Customary/Traditional)
759718,2023Q3,597,18,2,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,31,Mole-Dagbani,,Married (Customary/Traditional)
659719,2023Q2,597,19,3,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,29,Mole-Dagbani,,Divorced
659702,2023Q2,597,2,4,Male,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER ( MAIZE,  RICE, GROUNDNUT,  MILLET ETC)",Private Informal,Own land / farm,19,Mole-Dagbani,,Never married
759713,2023Q3,597,13,1,Male,Head,0,"MIXED CROP FARMER MIXED CROP FARMER (MILLET, GROUNDNUT,BAMBARA BEANS,MAIZE)",Private Informal,Own land / farm,53,Mole-Dagbani,,Married (Customary/Traditional)
559714,2023Q1,597,14,9,Female,Other relative,JSS/JHS,"MIXED CROP FARMER (RICE, MAIZE, BAMBARA BEANS, GROUNDNUT)",Private Informal,Own land / farm,20,Mole-Dagbani,,Married (Customary/Traditional)
659808,2023Q2,598,8,7,Male,Adopted child,JSS/JHS,"MIXED CROP FARMER (MAIZE, GROUNDNUT, BEANS, BAMBARA BEANS))",Private Informal,Own land / farm,22,Mole-Dagbani,,Never married
759814,2023Q3,598,14,1,Male,Head,JSS/JHS,"MIXED CROP FARMER ( MAIZE,  MILLET,  GROUNDNUT,  YAM,  BEANS ETC)",Private Informal,Own land / farm,61,Mole-Dagbani,,Married (Customary/Traditional)
659808,2023Q2,598,8,1,Male,Head,0,"MIXED CROP FARMER (MAIZE, GROUNDNUT, BAMBARA BEANS, BEANS, YAM)",Private Informal,Own land / farm,47,Mole-Dagbani,,Married (Customary/Traditional)
759805,2023Q3,598,5,2,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (GROUNDNUT, MAIZE, BEANS, BAMBARA BEANS, OKRO, PEPPER  )",Private Informal,Other land / farm.,21,Mole-Dagbani,,Never married
659817,2023Q2,598,17,1,Female,Head,Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,63,Mole-Dagbani,,Widowed
659808,2023Q2,598,8,3,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (MAIZE,BAMBARA BEANS, YAM)",Private Informal,Own land / farm,23,Mole-Dagbani,,Never married
559808,2023Q1,598,8,7,Male,Adopted child,JSS/JHS,"MIXED CROP FARMER (GROUNDNUT, BAMBARA BEANS, MAIZE, BEANS)",Private Informal,Own land / farm,22,Mole-Dagbani,,Never married
659813,2023Q2,598,13,7,Female,Parent,0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,65,Mole-Dagbani,,Widowed
659816,2023Q2,598,16,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,42,Mole-Dagbani,,Married (Customary/Traditional)
659814,2023Q2,598,14,1,Male,Head,JSS/JHS,"MIXED CROP FARMER ( GROUNDNUT,  BAMBARABEANS, MAIZE ETC)",Private Informal,Own land / farm,61,Mole-Dagbani,,Married (Customary/Traditional)
559808,2023Q1,598,8,1,Male,Head,0,"MIXED CROP FARMER (MAIZE,GROUNDNUT, BAMBARA BEANS,BEANS)",Private Informal,Own land / farm,46,Mole-Dagbani,,Married (Customary/Traditional)
559810,2023Q1,598,10,1,Female,Head,JSS/JHS,"MIXED CROP FARMER (BEANS,  MAIZE,  GROUNDNUT ETC)",Private Informal,Own land / farm,27,Mole-Dagbani,,Married (Customary/Traditional)
559808,2023Q1,598,8,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (GROUNDNUT, MAIZE, BAMBARA BEANS, BEANS)",Private Informal,Own land / farm,40,Mole-Dagbani,,Married (Customary/Traditional)
559809,2023Q1,598,9,1,Female,Head,0,"MIXED CROP FARMER (BEANS,  MAIZE,  GROUNDNUT ETC)",Private Informal,Own land / farm,44,Mole-Dagbani,,Divorced
559805,2023Q1,598,5,2,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (GROUNDNUT, MAIZE,BAMBARA BEANS MILLET, BEANS)",Private Informal,Own land / farm,20,Mole-Dagbani,,Never married
759815,2023Q3,598,15,7,Female,Parent,0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,58,Mole-Dagbani,,Widowed
659805,2023Q2,598,5,2,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER  (GROUNDNUT, MAIZE, BAMBARA BEANS, BEANS, MILLET)",Private Informal,Own land / farm,21,Mole-Dagbani,,Never married
759808,2023Q3,598,8,7,Male,Other relative,JSS/JHS,"MIXED CROP FARMER (BEANS, YAM, BAMBARA BEANS, GROUNDNUT, MAIZE, OKRO, PEPPER, MILLET)",Private Informal,Other land / farm.,23,Mole-Dagbani,,Never married
659811,2023Q2,598,11,1,Male,Head,Middle,"MIXED CROP FARMER ( GROUNDNUT,  BAMBARABEANS, MAIZE ETC)",Private Informal,Own land / farm,66,Mole-Dagbani,,Married (Customary/Traditional)
259804,2022Q2,598,4,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (MAIZE,RICE,GROUNDNUTS,BAMBARA BEANS)",Private Informal,Own land / farm,50,Mole-Dagbani,,Married (Customary/Traditional)
259813,2022Q2,598,13,1,Male,Head,0,"MIXED CROP FARMER ( MAIZE, YAM, BEANS ETC)",Private Informal,Own land / farm,43,Mole-Dagbani,,Widowed
559817,2023Q1,598,17,1,Female,Head,Primary,"MIXED CROP FARMER (MAIZE,MILLET,BEANS AND BAMBARA BEANS)",Private Informal,Other land / farm.,63,Mole-Dagbani,,Widowed
759816,2023Q3,598,16,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,43,Mole-Dagbani,,Married (Customary/Traditional)
659814,2023Q2,598,14,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER ( GROUNDNUT,  BAMBARABEANS, MAIZE ETC)",Private Informal,Own land / farm,59,Mole-Dagbani,,Married (Customary/Traditional)
659816,2023Q2,598,16,1,Male,Head,Primary,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Own land / farm,45,Mole-Dagbani,,Married (Customary/Traditional)
659805,2023Q2,598,5,3,Female,Child (Son/Daughter),JSS/JHS,"MIXED CROP FARMER (MAIZE, GROUNDNUT ,MILLET, BEANS, PEPPER, OKRO)",Private Informal,Own land / farm,18,Mole-Dagbani,,Never married
759814,2023Q3,598,14,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER ( MAIZE,  MILLET,  GROUNDNUT,  YAM,  BEANS ETC)",Private Informal,Own land / farm,60,Mole-Dagbani,,Married (Customary/Traditional)
659805,2023Q2,598,5,1,Female,Head,0,"MIXED CROP FARMER (BEANS,MILLET,GROUNDNUT, MAIZE, PEPPER, OKRO, BAMBARA BEANS)",Private Informal,Own land / farm,41,Mole-Dagbani,,Divorced
659815,2023Q2,598,15,7,Female,Parent,0,"MIXED CROP FARMER (MAIZE, MILLETS, BEANS,BAMBARA BEANS AND GROUNDNUTS",Private Informal,Other land / farm.,58,Mole-Dagbani,,Widowed
559810,2023Q1,598,10,2,Male,Spouse (Wife/Husband/Living together),JSS/JHS,"MIXED CROP FARMER (BEANS,  MAIZE,  GROUNDNUT ETC)",Private Informal,Own land / farm,30,Mole-Dagbani,,Married (Customary/Traditional)
759811,2023Q3,598,11,1,Male,Head,Middle,"MIXED CROP FARMER ( MAIZE,  MILLET,  GROUNDNUT,  YAM,  BEANS ETC)",Private Informal,Own land / farm,66,Mole-Dagbani,,Married (Customary/Traditional)
759816,2023Q3,598,16,1,Male,Head,Primary,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Own land / farm,45,Mole-Dagbani,,Married (Customary/Traditional)
759809,2023Q3,598,9,1,Female,Head,0,"MIXED CROP FARMER ( MAIZE,  MILLET,  GROUNDNUT,  YAM,  BEANS ETC)",Private Informal,Own land / farm,45,Mole-Dagbani,,Divorced
759813,2023Q3,598,13,1,Male,Head,0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,44,Mole-Dagbani,,Widowed
759813,2023Q3,598,13,7,Female,Parent,0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Other land / farm.,65,Mole-Dagbani,,Widowed
759805,2023Q3,598,5,1,Female,Head,0,"MIXED CROP FARMER (GROUNDNUT, MAIZE, BEANS, BAMBARA BEANS, OKRO, PEPPER )",Private Informal,Own land / farm,41,Mole-Dagbani,,Divorced
759810,2023Q3,598,10,2,Male,Spouse (Wife/Husband/Living together),JSS/JHS,"MIXED CROP FARMER ( MAIZE,  MILLET,  GROUNDNUT,  YAM,  BEANS ETC)",Private Informal,Own land / farm,31,Mole-Dagbani,,Married (Customary/Traditional)
659810,2023Q2,598,10,2,Male,Spouse (Wife/Husband/Living together),JSS/JHS,"MIXED CROP FARMER ( GROUNDNUT,  BAMBARABEANS, MAIZE ETC)",Private Informal,Own land / farm,31,Mole-Dagbani,,Married (Customary/Traditional)
259814,2022Q2,598,14,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER ( MAIZE, YAM, BEANS ETC)",Private Informal,Own land / farm,58,Mole-Dagbani,,Married (Customary/Traditional)
659808,2023Q2,598,8,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER (BEANS, GROUNDNUT, BAMBARA BEANS, OKRO, PEPPER, GROUNDNUT)",Private Informal,Own land / farm,40,Mole-Dagbani,,Married (Customary/Traditional)
559805,2023Q1,598,5,1,Female,Head,0,"MIXED CROP FARMER (GROUNDNUT, BAMBARA BEANS, MAIZE,MILLET)",Private Informal,Own land / farm,40,Mole-Dagbani,,Divorced
259814,2022Q2,598,14,1,Male,Head,JSS/JHS,"MIXED CROP FARMER ( MAIZE, YAM, BEANS ETC)",Private Informal,Own land / farm,60,Mole-Dagbani,,Married (Customary/Traditional)
259810,2022Q2,598,10,1,Female,Head,JSS/JHS,"MIXED CROP FARMER (MAIZE,MILLET, BAMBARA BEANS, OKRO,PEPPER)",Private Informal,Other land / farm.,26,Mole-Dagbani,,Married (Customary/Traditional)
559816,2023Q1,598,16,1,Male,Head,Primary,"MIXED CROP FARMER (MAIZE,MILLET,BEANS AND BAMBARA BEANS)",Private Informal,Own land / farm,45,Mole-Dagbani,,Married (Customary/Traditional)
559808,2023Q1,598,8,3,Male,Child (Son/Daughter),SSS/SHS,"MIXED CROP FARMER (GROUNDNUT, MAIZE, BAMBARA BEANS,,BEANS)",Private Informal,Own land / farm,22,Mole-Dagbani,,Never married
759808,2023Q3,598,8,9,Male,Child (Son/Daughter),Primary,"MIXED CROP FARMER (BEANS, YAM, BAMBARA BEANS, GROUNDNUT, MAIZE, OKRO, PEPPER, MILLET)",Private Informal,Other land / farm.,18,Mole-Dagbani,,Never married
659810,2023Q2,598,10,1,Female,Head,JSS/JHS,"MIXED CROP FARMER ( GROUNDNUT,  BAMBARABEANS, MAIZE ETC)",Private Informal,Own land / farm,27,Mole-Dagbani,,Married (Customary/Traditional)
259808,2022Q2,598,8,7,Male,Adopted child,JSS/JHS,"MIXED CROP FARMER ( MAIZE, YAM, BEANS ETC)",Private Informal,Own land / farm,21,Mole-Dagbani,,Never married
259813,2022Q2,598,13,7,Female,Parent,0,"MIXED CROP FARMER ( MAIZE, YAM, BEANS ETC)",Private Informal,Own land / farm,63,Mole-Dagbani,,Widowed
259805,2022Q2,598,5,1,Female,Head,0,"MIXED CROP FARMER ( MILLET,GROUNDNUT, BAMBARA BEANS, COWPEA, OKRO PEPPER)",Private Informal,Own land / farm,40,Mole-Dagbani,,Divorced
259808,2022Q2,598,8,2,Female,Spouse (Wife/Husband/Living together),0,"MIXED CROP FARMER ( MAIZE, YAM, BEANS ETC)",Private Informal,Own land / farm,39,Mole-Dagbani,,Married (Customary/Traditional)
759810,2023Q3,598,10,1,Female,Head,JSS/JHS,"MIXED CROP FARMER ( MAIZE,  MILLET,  GROUNDNUT,  YAM,  BEANS ETC)",Private Informal,Own land / farm,28,Mole-Dagbani,,Married (Customary/Traditional)
659809,2023Q2,598,9,1,Female,Head,0,"MIXED CROP FARMER ( GROUNDNUT,  BAMBARABEANS,  BEANS, MAIZE  ETC )",Private Informal,Own land / farm,44,Mole-Dagbani,,Divorced
559811,2023Q1,598,11,1,Male,Head,Middle,"MIXED CROP FARMER (BEANS,  MAIZE,  MILLET ETC)",Private Informal,Own land / farm,66,Mole-Dagbani,,Married (Customary/Traditional)
259810,2022Q2,598,10,2,Male,Spouse (Wife/Husband/Living together),JSS/JHS,"MIXED CROP FARMER (MAIZE,MILLET, BAMBARA BEANS, OKRO,PEPPER)",Private Informal,Other land / farm.,29,Mole-Dagbani,,Married (Customary/Traditional)
759818,2023Q3,598,18,1,Male,Head,0,"MIXED CROP FARMER MAIZE, YAM, BEANS, SOYA BEANS, BAMBARA BEANS, MILLET",Private Informal,Own land / farm,48,Mole-Dagbani,,Married (Customary/Traditional)
